call_idx,turn_idx,sentence,act
1263,9,post code,['request']
1263,10,the post code of michaelhouse cafe is c b s u,"['inform', 'offer']"
1263,11,thank you good bye,"['thankyou', 'bye']"
1264,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1264,1,expensive restaurant,['inform']
1264,2,would you like something in the cheap moderate or expensive price range?,['request']
1264,3,expensive,['inform']
1264,4,cambridge is a great restaurant,['offer']
1264,5,irish,['inform']
1264,6,i am sorry but there is no irish restaurant that matches your request,['canthelp']
1264,7,italian,['inform']
1264,8,cambridge serves italian food,"['inform', 'offer']"
1264,9,addresses,['request']
1264,10,sure cambridge is on regent street,"['inform', 'offer']"
1264,11,phone number,['request']
1264,12,the phone number of cambridge is,"['inform', 'offer']"
1264,13,area,['request']
1264,14,cambridge serves italian food,"['inform', 'offer']"
1264,15,area,['request']
1264,16,cambridge is a nice place in the centre of town,"['inform', 'offer']"
1264,17,thank you good bye,"['thankyou', 'bye']"
1265,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1265,1,world food,['inform']
1265,2,i m sorry but there is no restaurant serving welsh food,['canthelp']
1265,3,modern european,['inform']
1265,4,what part of town do you have in mind?,['request']
1265,5,any,['inform']
1265,6,would you like something in the cheap moderate or expensive price range?,['request']
1265,7,anything,['inform']
1265,8,let me confirm you are looking for a restaurant and you dont care about the price range right?,['expl-conf']
1265,9,yea,['affirm']
1265,10,cookhouse and wine shop serves modern european food,"['inform', 'offer']"
1265,11,phone number,['request']
1265,12,cookhouse and wine shop is a great restaurant,['offer']
1265,13,phone number,['request']
1265,14,the phone number of cookhouse and wine shop is,"['inform', 'offer']"
1265,15,thank you good bye,"['thankyou', 'bye']"
1266,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1266,1,moderate,['inform']
1266,2,sorry would you like something in the moderate price range or in the cheap price range,['select']
1266,3,noise,['null']
1266,4,sorry would you like something in the moderate price range or in the cheap price range,['select']
1266,5,moderate,['inform']
1266,6,what part of town do you have in mind?,['request']
1266,7,north,['inform']
1266,8,what kind of food would you like?,['request']
1266,9,any,['inform']
1266,10,golden wok is a nice place in the north of town and the prices are moderate,"['inform', 'offer']"
1266,11,anything else,['reqalts']
1266,12,meghna is a nice place in the north of town and the prices are moderate,"['inform', 'offer']"
1266,13,addresses,['request']
1266,14,sure meghna is on victoria road chesterton,"['inform', 'offer']"
1266,15,phone number,['request']
1266,16,the phone number of meghna is,"['inform', 'offer']"
1266,17,post code,['request']
1266,18,the post code of meghna is c b l f,"['inform', 'offer']"
1266,19,thank you good bye,"['thankyou', 'bye']"
1267,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1267,1,expensive,['inform']
1267,2,what part of town do you have in mind?,['request']
1267,3,any,['inform']
1267,4,what kind of food would you like?,['request']
1267,5,italian,['inform']
1267,6,ok a restaurant in any part of town is that right?,['expl-conf']
1267,7,yes,['affirm']
1267,8,the golden curry is in the expensive price range,"['inform', 'offer']"
1267,9,italian,['inform']
1267,10,restaurant two two is in the expensive price range,"['inform', 'offer']"
1267,11,italian,['inform']
1267,12,restaurant two two is a great restaurant,['offer']
1267,13,type of food,['request']
1267,14,restaurant two two serves french food,"['inform', 'offer']"
1267,15,italian,['inform']
1267,16,curry queen is in the expensive price range,"['inform', 'offer']"
1267,17,italian,['inform']
1267,18,don pasquale pizzeria serves italian food in the expensive price range,"['inform', 'offer']"
1267,19,phone number,['request']
1267,20,don pasquale pizzeria is a great restaurant,['offer']
1267,21,phone number,['request']
1267,22,the phone number of don pasquale pizzeria is,"['inform', 'offer']"
1267,23,addresses,['request']
1267,24,sure don pasquale pizzeria is on market hill city centre,"['inform', 'offer']"
1267,25,thank you goodbye,"['thankyou', 'bye']"
1268,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1268,1,north,['inform']
1268,2,would you like something in the cheap moderate or expensive price range?,['request']
1268,3,any,['inform']
1268,4,what kind of food would you like?,['request']
1268,5,unintelligible,['null']
1268,6,saigon city is a nice restaurant in the north of town in the expensive price range,"['inform', 'offer']"
1268,7,type of food,['request']
1268,8,saigon city serves asian oriental food,"['inform', 'offer']"
1268,9,unintelligible,['null']
1268,10,saigon city is in the north part of town,"['inform', 'offer']"
1268,11,unintelligible,['null']
1268,12,saigon city is in the north part of town,"['inform', 'offer']"
1268,13,french,['inform']
1268,14,restaurant two two is a nice restaurant in the north of town serving french food,"['inform', 'offer']"
1268,15,phone number,['request']
1268,16,the phone number of restaurant two two is,"['inform', 'offer']"
1268,17,thank you good bye,"['thankyou', 'bye']"
1269,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1269,1,east,['inform']
1269,2,what part of town do you have in mind?,['request']
1269,3,east,['inform']
1269,4,what kind of food would you like?,['request']
1269,5,caribbean food,['inform']
1269,6,i m sorry but there is no restaurant serving caribbean food,['canthelp']
1269,7,indian,['inform']
1269,8,would you like something in the cheap moderate or expensive price range?,['request']
1269,9,any,['inform']
1269,10,curry prince is a nice place in the east of town serving tasty indian food,"['inform', 'offer']"
1269,11,addresses,['request']
1269,12,curry prince is a great restaurant,['offer']
1269,13,addresses,['request']
1269,14,curry prince is a great restaurant,['offer']
1269,15,addresses,['request']
1269,16,sure curry prince is on newmarket road fen ditton,"['inform', 'offer']"
1269,17,phone number,['request']
1269,18,the phone number of curry prince is,"['inform', 'offer']"
1269,19,thank you good bye,"['thankyou', 'bye']"
1270,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1270,1,south,['inform']
1270,2,what part of town do you have in mind?,['request']
1270,3,south,['inform']
1270,4,what part of town do you have in mind?,['request']
1270,5,south,['inform']
1270,6,did you say you are looking for a restaurant in the south of town?,['expl-conf']
1270,7,yes,['affirm']
1270,8,what kind of food would you like?,['request']
1270,9,portugese,['inform']
1270,10,nando s is a nice place in the south of town serving tasty portuguese food,"['inform', 'offer']"
1270,11,phone number,['request']
1270,12,nando s is a great restaurant,['offer']
1270,13,phone number,['request']
1270,14,the phone number of nando s is,"['inform', 'offer']"
1270,15,addresses,['request']
1270,16,sure nando s is on cambridge leisure park clifton way,"['inform', 'offer']"
1270,17,thank you good bye,"['thankyou', 'bye']"
1271,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1271,1,gastropub,['inform']
1271,2,what part of town do you have in mind?,['request']
1271,3,any,['inform']
1271,4,ok a restaurant in any part of town is that right?,['expl-conf']
1271,5,yes,['affirm']
1271,6,what kind of food would you like?,['request']
1271,7,gastropub,['inform']
1271,8,would you like something in the cheap moderate or expensive price range?,['request']
1271,9,i dont care,['inform']
1271,10,royal standard serves gastropub food,"['inform', 'offer']"
1271,11,addresses,['request']
1271,12,sure royal standard is on mill road city centre,"['inform', 'offer']"
1271,13,post code,['request']
1271,14,the post code of royal standard is c b n l,"['inform', 'offer']"
1271,15,thank you good bye,"['thankyou', 'bye']"
1272,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1272,1,south,['inform']
1272,2,what part of town do you have in mind?,['request']
1272,3,south,['inform']
1272,4,sorry would you like something in the south or in the west,['select']
1272,5,south,['inform']
1272,6,did you say you are looking for a restaurant in the south of town?,['expl-conf']
1272,7,yes,['affirm']
1272,8,what kind of food would you like?,['request']
1272,9,basque food,['inform']
1272,10,i m sorry but there is no restaurant serving basque food,['canthelp']
1272,11,indian food,['inform']
1272,12,taj tandoori is a nice place in the south of town serving tasty indian food,"['inform', 'offer']"
1272,13,phone number,['request']
1272,14,taj tandoori is a great restaurant,['offer']
1272,15,phone number,['request']
1272,16,the phone number of taj tandoori is,"['inform', 'offer']"
1272,17,thank you good bye,"['thankyou', 'bye']"
1273,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1273,1,cheap restaurant,['inform']
1273,2,what kind of food would you like?,['request']
1273,3,cheap restaurant,['inform']
1273,4,what kind of food would you like?,['request']
1273,5,north,['inform']
1273,6,royal spice is a nice restaurant in the north of town in the cheap price range,"['inform', 'offer']"
1273,7,phone number,['request']
1273,8,the phone number of royal spice is,"['inform', 'offer']"
1273,9,addresses,['request']
1273,10,sure royal spice is on victoria avenue chesterton,"['inform', 'offer']"
1273,11,thank you good bye,"['thankyou', 'bye']"
1274,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1274,1,moderately priced,['inform']
1274,2,what part of town do you have in mind?,['request']
1274,3,west,['inform']
1274,4,what kind of food would you like?,['request']
1274,5,any,['inform']
1274,6,prezzo is a nice place in the west of town and the prices are moderate,"['inform', 'offer']"
1274,7,addresses,['request']
1274,8,prezzo is a great restaurant,['offer']
1274,9,addresses,['request']
1274,10,sure prezzo is on northampton road,"['inform', 'offer']"
1274,11,thank you good bye,"['thankyou', 'bye']"
1275,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1275,1,thai food,['inform']
1275,2,what part of town do you have in mind?,['request']
1275,3,any,['inform']
1275,4,what kind of food would you like?,['request']
1275,5,thai,['inform']
1275,6,bangkok city serves thai food,"['inform', 'offer']"
1275,7,addresses,['request']
1275,8,sure bangkok city is on green street city centre,"['inform', 'offer']"
1275,9,thank you goodbye,"['thankyou', 'bye']"
1276,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1276,1,restaurant,['null']
1276,2,what part of town do you have in mind?,['request']
1276,3,east,['inform']
1276,4,what kind of food would you like?,['request']
1276,5,singaporean,['inform']
1276,6,i m sorry but there is no restaurant serving singaporean food,['canthelp']
1276,7,indian,['inform']
1276,8,would you like something in the cheap moderate or expensive price range?,['request']
1276,9,moderate,['inform']
1276,10,curry prince is a great restaurant serving moderate indian food in the east of town,"['inform', 'offer']"
1276,11,addresses,['request']
1276,12,curry prince is a great restaurant,['offer']
1276,13,addresses,['request']
1276,14,sure curry prince is on newmarket road fen ditton,"['inform', 'offer']"
1276,15,phone number,['request']
1276,16,the phone number of curry prince is,"['inform', 'offer']"
1276,17,thank you good bye,"['thankyou', 'bye']"
1277,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1277,1,cheap,['inform']
1277,2,what part of town do you have in mind?,['request']
1277,3,any,['inform']
1277,4,what kind of food would you like?,['request']
1277,5,belgian,['inform']
1277,6,i m sorry but there is no restaurant serving belgian food,['canthelp']
1277,7,chinese,['inform']
1277,8,would you like something in the cheap moderate or expensive price range?,['request']
1277,9,cheap,['inform']
1277,10,would you like something in the cheap moderate or expensive price range?,['request']
1277,11,cheap,['inform']
1277,12,peking restaurant serves chinese food,"['inform', 'offer']"
1277,13,addresses,['request']
1277,14,sure peking restaurant is on homerton street city centre,"['inform', 'offer']"
1277,15,phone number,['request']
1277,16,the phone number of peking restaurant is,"['inform', 'offer']"
1277,17,thank you good bye,"['thankyou', 'bye']"
1278,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1278,1,restaurant,['null']
1278,2,what part of town do you have in mind?,['request']
1278,3,any,['inform']
1278,4,bangkok city is in the centre part of town,"['inform', 'offer']"
1278,5,traditional food,['inform']
1278,6,i am sorry but there is no traditional restaurant that matches your request,['canthelp']
1278,7,italian food,['inform']
1278,8,i am sorry but there is no traditional restaurant that matches your request,['canthelp']
1278,9,italian food,['inform']
1278,10,cambridge is a nice restaurant in the centre of town serving italian food,"['inform', 'offer']"
1278,11,cheap,['inform']
1278,12,cambridge is a great restaurant serving italian food and it is in the cheap price range,"['inform', 'offer']"
1278,13,addresses,['request']
1278,14,sure cambridge is on regent street,"['inform', 'offer']"
1278,15,phone number,['request']
1278,16,the phone number of cambridge is,"['inform', 'offer']"
1278,17,thank you good bye,"['thankyou', 'bye']"
1279,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1279,1,restaurant,['null']
1279,2,did you say you are looking for a restaurant in the west of town?,['expl-conf']
1279,3,no cheap restaurant,"['inform', 'negate']"
1279,4,did you say you are looking for a restaurant in the west of town?,['expl-conf']
1279,5,no south,"['inform', 'negate']"
1279,6,did you say you are looking for a restaurant in the west of town?,['expl-conf']
1279,7,south,['inform']
1279,8,what kind of food would you like?,['request']
1279,9,cheap,['inform']
1279,10,what kind of food would you like?,['request']
1279,11,any,['inform']
1279,12,did you say you are looking for a restaurant in the west of town?,['expl-conf']
1279,13,no,['negate']
1279,14,you are looking for a restaurant serving any kind of food right?,['expl-conf']
1279,15,yes,['affirm']
1279,16,la margherita is a nice place in the west of town and the prices are cheap,"['inform', 'offer']"
1279,17,south,['inform']
1279,18,thanh binh is a nice place in the west of town and the prices are cheap,"['inform', 'offer']"
1279,19,south,['inform']
1279,20,sorry but there is no other restaurant in the cheap price range and the west of town,"['canthelp.exception', 'canthelp']"
1279,21,south,['inform']
1279,22,the gardenia is in the cheap price range,"['inform', 'offer']"
1279,23,south part of town,['inform']
1279,24,the gardenia is a great restaurant,['offer']
1279,25,anything else,['reqalts']
1279,26,royal spice is in the cheap price range,"['inform', 'offer']"
1279,27,south,['inform']
1279,28,dojo noodle bar is in the cheap price range,"['inform', 'offer']"
1279,29,phone number,['request']
1279,30,the phone number of dojo noodle bar is,"['inform', 'offer']"
1279,31,thank you good bye,"['thankyou', 'bye']"
1280,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1280,1,cheap restaurant,['inform']
1280,2,what part of town do you have in mind?,['request']
1280,3,any,['inform']
1280,4,you are looking for a restaurant is that right?,['confirm-domain']
1280,5,italian food,['inform']
1280,6,the price range at mahal of cambridge is cheap,"['inform', 'offer']"
1280,7,italian,['inform']
1280,8,la margherita is a great restaurant serving italian food and it is in the cheap price range,"['inform', 'offer']"
1280,9,anything else,['reqalts']
1280,10,da vinci pizzeria is a great restaurant serving italian food and it is in the cheap price range,"['inform', 'offer']"
1280,11,addresses,['request']
1280,12,sure da vinci pizzeria is on milton road chesterton,"['inform', 'offer']"
1280,13,area,['request']
1280,14,da vinci pizzeria is a great restaurant serving italian food and it is in the cheap price range,"['inform', 'offer']"
1280,15,area,['request']
1280,16,da vinci pizzeria is a great restaurant serving italian food and it is in the cheap price range,"['inform', 'offer']"
1280,17,where,['request']
1280,18,da vinci pizzeria is a great restaurant serving italian food and it is in the cheap price range,"['inform', 'offer']"
1280,19,area,['request']
1280,20,da vinci pizzeria is a nice place in the north of town,"['inform', 'offer']"
1280,21,thank you good bye,"['thankyou', 'bye']"
1281,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1281,1,restaurant,['null']
1281,2,what part of town do you have in mind?,['request']
1281,3,center,['inform']
1281,4,what kind of food would you like?,['request']
1281,5,spanish food,['inform']
1281,6,would you like something in the cheap moderate or expensive price range?,['request']
1281,7,cheap,['inform']
1281,8,rice house is a nice place in the centre of town and the prices are cheap,"['inform', 'offer']"
1281,9,anything else,['reqalts']
1281,10,the river bar steakhouse and grill is a nice place in the centre of town and the prices are cheap,"['inform', 'offer']"
1281,11,addresses,['request']
1281,12,sure the river bar steakhouse and grill is on quayside off bridge street,"['inform', 'offer']"
1281,13,phone number,['request']
1281,14,the phone number of the river bar steakhouse and grill is,"['inform', 'offer']"
1281,15,thank you good bye,"['thankyou', 'bye']"
1282,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1282,1,im looking for a moderately priced restaurant in the south part of town,['inform']
1282,2,pizza hut cherry hinton is a nice restaurant in the south of town in the moderate price range,"['inform', 'offer']"
1282,3,is there anything else,['reqalts']
1282,4,restaurant is a nice restaurant in the south of town in the moderate price range,"['inform', 'offer']"
1282,5,can you give me the addresses please,['request']
1282,6,sure restaurant is on hills road,"['inform', 'offer']"
1282,7,okay and what kind of food do they serve,['request']
1282,8,restaurant serves modern european food,"['inform', 'offer']"
1282,9,is modern european food any good,['inform']
1282,10,restaurant is a nice restaurant in the south of town serving modern european food,"['inform', 'offer']"
1282,11,thank you good bye,"['thankyou', 'bye']"
1283,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1283,1,sil,['null']
1283,2,what part of town do you have in mind?,['request']
1283,3,the west part of town,['inform']
1283,4,would you like something in the cheap moderate or expensive price range?,['request']
1283,5,it doesnt matter,['inform']
1283,6,cambridge lodge restaurant is a nice restaurant in the west of town in the expensive price range,"['inform', 'offer']"
1283,7,im looking for unintelligible food,['null']
1283,8,sorry there is no australasian restaurant in the west of town,['canthelp']
1283,9,how about italian food in the west of town,"['inform', 'reqalts']"
1283,10,la margherita is a nice restaurant in the west of town serving italian food,"['inform', 'offer']"
1283,11,can you give me the phone number,['request']
1283,12,the phone number of la margherita is,"['inform', 'offer']"
1283,13,thank you good bye,"['thankyou', 'bye']"
1284,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1284,1,im looking for a moderately priced restaurant in the west part of town,['inform']
1284,2,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
1284,3,is there anything else,['reqalts']
1284,4,you are looking for a restaurant is that right?,['confirm-domain']
1284,5,yes,['affirm']
1284,6,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
1284,7,can you give me the phone number,['request']
1284,8,the phone number of prezzo is,"['inform', 'offer']"
1284,9,thank you good bye,"['thankyou', 'bye']"
1285,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1285,1,im looking for a cheap restaurant in the north part of town,['inform']
1285,2,royal spice is a nice restaurant in the north of town in the cheap price range,"['inform', 'offer']"
1285,3,can i have the phone number,['request']
1285,4,the phone number of royal spice is,"['inform', 'offer']"
1285,5,thanks bye bye,"['thankyou', 'bye']"
1286,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1286,1,how much,['request']
1286,2,what part of town do you have in mind?,['request']
1286,3,north part,['inform']
1286,4,what kind of food would you like?,['request']
1286,5,moderately priced food,['inform']
1286,6,what kind of food would you like?,['request']
1286,7,doesnt matter,['inform']
1286,8,you are looking for a restaurant serving any kind of food right?,['expl-conf']
1286,9,moderately priced food,['inform']
1286,10,meghna is a nice place in the north of town and the prices are moderate,"['inform', 'offer']"
1286,11,okay can i have the addresses,['request']
1286,12,sure meghna is on victoria road chesterton,"['inform', 'offer']"
1286,13,okay and the phone number please,['request']
1286,14,the phone number of meghna is,"['inform', 'offer']"
1286,15,thanks goodbye,"['thankyou', 'bye']"
1287,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1287,1,breathing,['null']
1287,2,what part of town do you have in mind?,['request']
1287,3,sil,['null']
1287,4,sorry would you like something in the south or in the east,['select']
1287,5,it doesnt matter,['inform']
1287,6,what kind of food would you like?,['request']
1287,7,im looking for a cheap pan asian food,['inform']
1287,8,let me confirm you are looking for a restaurant in the cheap price range right?,['expl-conf']
1287,9,yes,['affirm']
1287,10,what kind of food would you like?,['request']
1287,11,pan asian food,['inform']
1287,12,golden house is in the cheap price range,"['inform', 'offer']"
1287,13,what kind of food is it,['request']
1287,14,golden house serves chinese food,"['inform', 'offer']"
1287,15,okay is there any portuguese food,"['inform', 'reqalts']"
1287,16,nando s city centre serves portuguese food in the cheap price range,"['inform', 'offer']"
1287,17,can you give me the addresses,['request']
1287,18,sure nando s city centre is on saint andrews street,"['inform', 'offer']"
1287,19,thank you good bye,"['thankyou', 'bye']"
1288,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1288,1,im looking for world food,['inform']
1288,2,i am sorry but there is no world restaurant that matches your request,['canthelp']
1288,3,how about modern european food,"['inform', 'reqalts']"
1288,4,riverside brasserie serves modern european food,"['inform', 'offer']"
1288,5,okay,['null']
1288,6,you are looking for a restaurant is that right?,['confirm-domain']
1288,7,yes,['affirm']
1288,8,riverside brasserie serves modern european food,"['inform', 'offer']"
1288,9,can you repeat that,['repeat']
1288,10,riverside brasserie serves modern european food,"['inform', 'offer']"
1288,11,can you give me the phone number,['request']
1288,12,the phone number of riverside brasserie is,"['inform', 'offer']"
1288,13,can you repeat that,['repeat']
1288,14,riverside brasserie serves modern european food,"['inform', 'offer']"
1288,15,whats their phone number,['request']
1288,16,the phone number of riverside brasserie is,"['inform', 'offer']"
1288,17,very good thank you bye bye,"['thankyou', 'bye']"
1289,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1289,1,yea im wondering if theres a steak house restaurant in the north part of,"['inform', 'affirm']"
1289,2,sorry there is no steakhouse restaurant in the north of town,['canthelp']
1289,3,uh is there a steak house,['inform']
1289,4,sorry there is no steakhouse restaurant in the north of town,['canthelp']
1289,5,okay is there a chinese restaurant in the north part of town,['confirm']
1289,6,golden wok is a nice restaurant in the north of town serving chinese food,"['inform', 'offer']"
1289,7,excellent can you give me the phone number please,['request']
1289,8,the phone number of golden wok is,"['inform', 'offer']"
1289,9,can you repeat that,['repeat']
1289,10,golden wok is a nice restaurant in the north of town serving chinese food,"['inform', 'offer']"
1289,11,alright so im very good thanks good bye,['bye']
1290,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1290,1,yes good afternoon im looking for a restaurant in the north,"['inform', 'affirm']"
1290,2,what part of town do you have in mind?,['request']
1290,3,the north part of town,['inform']
1290,4,what kind of food would you like?,['request']
1290,5,belgium,['inform']
1290,6,i m sorry but there is no restaurant serving belgian food,['canthelp']
1290,7,is there an asian oriental restaurant in the north part of town,['inform']
1290,8,i m sorry but there is no restaurant serving belgian food,['canthelp']
1290,9,how about asian food,"['inform', 'reqalts']"
1290,10,tandoori palace is a nice place in the north of town,"['inform', 'offer']"
1290,11,can i have the addresses and phone number,['request']
1290,12,sure tandoori palace is on histon road chesterton,"['inform', 'offer']"
1290,13,and phone number please,['request']
1290,14,the phone number of tandoori palace is,"['inform', 'offer']"
1290,15,thank you good bye,"['thankyou', 'bye']"
1291,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1291,1,ah yes can i get a restaurant that serves french food,"['inform', 'affirm']"
1291,2,what part of town do you have in mind?,['request']
1291,3,ah centre,['inform']
1291,4,did you say you are looking for a restaurant in the centre of town?,['expl-conf']
1291,5,ah yes that serves french food,"['inform', 'affirm']"
1291,6,did you say you are looking for a restaurant in the centre of town?,['expl-conf']
1291,7,yes,['affirm']
1291,8,cote is a nice place in the centre of town serving tasty french food,"['inform', 'offer']"
1291,9,kay,['ack']
1291,10,i am sorry but there is no other french restaurant in the centre of town,"['canthelp.exception', 'canthelp']"
1291,11,ah whats the price ran,['request']
1291,12,cote is a great restaurant,['offer']
1291,13,okay and ah whats the price range,['request']
1291,14,cote is in the expensive price range,"['inform', 'offer']"
1291,15,okay and ah,['ack']
1291,16,cote is a great restaurant,['offer']
1291,17,what the address,['request']
1291,18,sure cote is on bridge street city centre,"['inform', 'offer']"
1291,19,kay,['ack']
1291,20,i am sorry but there is no other french restaurant in the centre of town,"['canthelp.exception', 'canthelp']"
1291,21,and ah,['null']
1291,22,restaurant two two serves french food,"['inform', 'offer']"
1291,23,kay,['ack']
1291,24,did you say you are looking for a restaurant in the centre of town?,['expl-conf']
1291,25,whats his address,['request']
1291,26,sure restaurant two two is on chesterton road chesterton,"['inform', 'offer']"
1291,27,kay um,['ack']
1291,28,restaurant two two is a great restaurant,['offer']
1291,29,thank you and goodbye,['thankyou']
1292,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1292,1,uh yes id like an expensive restaurant that serves vegetarian food,"['inform', 'affirm']"
1292,2,sorry there is no vegetarian restaurant in the expensive price range,['canthelp']
1292,3,okay uh how about a british,"['inform', 'reqalts']"
1292,4,curry garden is a great restaurant serving indian food and it is in the expensive price range,"['inform', 'offer']"
1292,5,type of food,['request']
1292,6,what part of town do you have in mind?,['request']
1292,7,um east part,['inform']
1292,8,royal standard is a nice restaurant in the east of town serving gastropub food,"['inform', 'offer']"
1292,9,okay and is that british food,['confirm']
1292,10,you are looking for a restaurant is that right?,['confirm-domain']
1292,11,uh yes iam looking for a british type of food restaurant,"['inform', 'affirm']"
1292,12,grafton hotel restaurant is a nice restaurant in the east of town serving british food,"['inform', 'offer']"
1292,13,okay and can i get their phone number,['request']
1292,14,the phone number of grafton hotel restaurant is,"['inform', 'offer']"
1292,15,okay um,['ack']
1292,16,can i help you with anything else?,['reqmore']
1292,17,thats all,['null']
1292,18,can i help you with anything else?,['reqmore']
1292,19,uh no thats it thank you and good bye,"['thankyou', 'negate', 'bye']"
1293,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1293,1,uh yes can i find a restaurant in the east part of town that serves chinese,"['inform', 'affirm']"
1293,2,what kind of food would you like?,['request']
1293,3,chinese,['inform']
1293,4,yu garden is a nice place in the east of town serving tasty chinese food,"['inform', 'offer']"
1293,5,and can i get the addresses,['request']
1293,6,sure yu garden is on newmarket road fen ditton,"['inform', 'offer']"
1293,7,and the phone number,['request']
1293,8,the phone number of yu garden is,"['inform', 'offer']"
1293,9,and thats all thank you and good bye,"['thankyou', 'bye']"
1294,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1294,1,uh yes im looking for an expensive restaurant that serves korean food,"['inform', 'affirm']"
1294,2,little seoul is a great restaurant serving korean food and it is in the expensive price range,"['inform', 'offer']"
1294,3,okay and can i get the addresses,['request']
1294,4,sure little seoul is on regent street city centre,"['inform', 'offer']"
1294,5,okay and what area is that,['request']
1294,6,little seoul is a nice place in the centre of town,"['inform', 'offer']"
1294,7,okay and whats their phone number please,['request']
1294,8,the phone number of little seoul is,"['inform', 'offer']"
1294,9,okay thank you and good bye,['bye']
1295,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1295,1,uh yes im looking for malaysian food,"['inform', 'affirm']"
1295,2,i m sorry but there is no restaurant serving malaysian food,['canthelp']
1295,3,uh okay how about french food,"['inform', 'reqalts']"
1295,4,you are looking for a french restaurant right?,['expl-conf']
1295,5,yes and i dont care about the price range,"['inform', 'affirm']"
1295,6,sorry would you like something in the cheap price range or you dont care,['select']
1295,7,i dont care,['inform']
1295,8,what part of town do you have in mind?,['request']
1295,9,uh it doesnt matter,['inform']
1295,10,cote serves french food,"['inform', 'offer']"
1295,11,okay um,['ack']
1295,12,sure cote is on bridge street city centre,"['inform', 'offer']"
1295,13,whats the addresses,['request']
1295,14,sure cote is on bridge street city centre,"['inform', 'offer']"
1295,15,okay and whats the phone number,['request']
1295,16,the phone number of cote is,"['inform', 'offer']"
1295,17,okay and um,['null']
1295,18,restaurant two two serves french food,"['inform', 'offer']"
1295,19,thank you bye,"['thankyou', 'bye']"
1296,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
1296,1,uh yes i need the north part of town,"['inform', 'affirm']"
1296,2,what kind of food would you like?,['request']
1296,3,uh cheap restaurant,['inform']
1296,4,sorry would you like something in the cheap price range or in the moderate price range,['select']
1296,5,cheap,['inform']
